cnt,dteday,hr,hum,temp,weekday,windspeed,season_1,season_2,season_3,season_4,holiday_0,holiday_1,workingday_0,workingday_1,weathersit_1,weathersit_2,weathersit_3,weathersit_4,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12
277,2011-04-17,18,-1.696151639219034,0.32725339578478324,0,1.6185035196394182,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
210,2011-04-17,19,-1.696151639219034,0.32725339578478324,0,0.8860986600085493,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
141,2011-04-17,20,-1.3851487993148934,0.11951577308936744,0,0.03189879581852919,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,2011-04-17,21,-1.0741459594107532,0.015646961741659547,0,0.03189879581852919,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,2011-04-17,22,-1.229647379362823,0.015646961741659547,0,-0.6996886476743587,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,2011-04-17,23,0.22169920685649877,-0.29595947230146386,0,-0.2116912132997729,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39,2011-04-18,0,-0.8149769261573029,-0.19209066095375596,1,-0.8214836522335098,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,2011-04-18,1,-0.8149769261573029,-0.19209066095375596,1,-0.4560986385560562,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16,2011-04-18,2,0.22169920685649877,-0.3998282836491717,1,-0.6996886476743587,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,2011-04-18,3,-0.037469826396951775,-0.3998282836491717,1,-0.6996886476743587,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,2011-04-18,4,1.2583753398703,-0.5036970949968793,1,-0.2116912132997729,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16,2011-04-18,5,0.6882034667127092,-0.5036970949968793,1,-0.8214836522335098,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54,2011-04-18,6,0.9992063066168493,-0.5036970949968793,1,-1.5538885118643786,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
168,2011-04-18,7,0.014363980253738333,-0.19209066095375596,1,-1.5538885118643786,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
297,2011-04-18,8,0.014363980253738333,-0.19209066095375596,1,-1.5538885118643786,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
169,2011-04-18,9,-0.40030647295178196,0.015646961741659547,1,-0.6996886476743587,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
109,2011-04-18,10,-0.40030647295178196,0.11951577308936744,1,-0.6996886476743587,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
123,2011-04-18,11,-0.5558078929038524,0.22338458443707535,1,-0.8214836522335098,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
184,2011-04-18,12,-0.7113093128559226,0.32725339578478324,1,-0.8214836522335098,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
169,2011-04-18,13,-0.7113093128559226,0.32725339578478324,1,-0.2116912132997729,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
144,2011-04-18,14,-0.7113093128559226,0.43112220713249055,1,0.03189879581852919,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
176,2011-04-18,15,-1.022312152760063,0.5349910184801985,1,0.03189879581852919,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
205,2011-04-18,16,-0.8668107328079927,0.5349910184801985,1,0.7643036554493984,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
428,2011-04-18,17,-0.7113093128559226,0.43112220713249055,1,0.7643036554493984,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
362,2011-04-18,18,-1.6443178325683436,0.7427286411756142,1,1.374096094383135,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
286,2011-04-18,19,-0.8668107328079927,0.32725339578478324,1,0.5198962301931148,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
165,2011-04-18,20,-1.5406502192669635,0.5349910184801985,1,0.8860986600085493,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
151,2011-04-18,21,-1.3333149926642034,0.32725339578478324,1,0.7643036554493984,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2011-04-18,22,-0.40030647295178196,0.11951577308936744,1,0.7643036554493984,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,2011-04-18,23,-0.1929712463490221,0.015646961741659547,1,0.5198962301931148,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,2011-04-19,0,-0.40030647295178196,0.015646961741659547,2,0.2763062210748125,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,2011-04-19,1,0.014363980253738333,-0.19209066095375596,2,0.2763062210748125,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,2011-04-19,2,0.22169920685649877,-0.19209066095375596,2,0.7643036554493984,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,2011-04-19,3,0.014363980253738333,-0.08822184960604834,2,0.2763062210748125,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,2011-04-19,4,0.22169920685649877,-0.19209066095375596,2,-0.8214836522335098,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,2011-04-19,5,0.4808682401099487,-0.19209066095375596,2,0.03189879581852919,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,2011-04-19,6,0.22169920685649877,-0.08822184960604834,2,-1.5538885118643786,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188,2011-04-19,7,-0.40030647295178196,0.11951577308936744,2,-1.5538885118643786,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
351,2011-04-19,8,0.2735330135071889,0.015646961741659547,2,-0.4560986385560562,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
162,2011-04-19,9,0.014363980253738333,0.11951577308936744,2,-0.8214836522335098,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
75,2011-04-19,10,0.4808682401099487,0.015646961741659547,2,0.2763062210748125,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72,2011-04-19,11,0.2735330135071889,0.22338458443707535,2,-0.2116912132997729,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103,2011-04-19,12,0.06619778690442844,0.22338458443707535,2,-0.8214836522335098,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
129,2011-04-19,13,0.2735330135071889,0.22338458443707535,2,0.2763062210748125,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107,2011-04-19,14,0.06619778690442844,0.22338458443707535,2,0.03189879581852919,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
127,2011-04-19,15,0.11803159355511855,0.22338458443707535,2,-0.2116912132997729,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192,2011-04-19,16,-0.5558078929038524,0.32725339578478324,2,0.8860986600085493,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
411,2011-04-19,17,-0.141137439698332,0.32725339578478324,2,-0.6996886476743587,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
421,2011-04-19,18,0.06619778690442844,0.22338458443707535,2,-0.4560986385560562,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
276,2011-04-19,19,0.4808682401099487,0.015646961741659547,2,0.03189879581852919,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
168,2011-04-19,20,0.4808682401099487,0.015646961741659547,2,0.2763062210748125,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
122,2011-04-19,21,0.4808682401099487,0.015646961741659547,2,-0.4560986385560562,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112,2011-04-19,22,0.7400372733633993,-0.08822184960604834,2,-0.8214836522335098,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,2011-04-19,23,1.31020914652099,-0.19209066095375596,2,-0.8214836522335098,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,2011-04-20,0,1.31020914652099,-0.29595947230146386,3,-0.4560986385560562,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,2011-04-20,1,1.62121198642513,-0.3998282836491717,3,-0.2116912132997729,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2011-04-20,2,1.62121198642513,-0.3998282836491717,3,-0.2116912132997729,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2011-04-20,3,1.62121198642513,-0.3998282836491717,3,-1.5538885118643786,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,2011-04-20,4,1.9322148263292707,-0.5036970949968793,3,-0.6996886476743587,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,2011-04-20,5,1.62121198642513,-0.5036970949968793,3,0.03189879581852919,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,2011-04-20,6,1.62121198642513,-0.3998282836491717,3,-0.2116912132997729,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
237,2011-04-20,7,1.62121198642513,-0.29595947230146386,3,-1.5538885118643786,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
396,2011-04-20,8,0.32536682015787843,0.6388598298279063,3,2.228295958573155,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
197,2011-04-20,9,-0.08930363304764188,0.8465974525233221,3,0.7643036554493984,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
131,2011-04-20,10,0.32536682015787843,0.6388598298279063,3,-0.8214836522335098,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
118,2011-04-20,11,0.32536682015787843,0.6388598298279063,3,-0.8214836522335098,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
145,2011-04-20,12,-0.7631431195066127,1.0543350752187373,3,1.6185035196394182,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
177,2011-04-20,13,-0.7631431195066127,1.0543350752187373,3,1.6185035196394182,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
148,2011-04-20,14,-1.177813572712133,1.2620726979141532,3,2.228295958573155,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
145,2011-04-20,15,-1.4369826059655837,1.365941509261861,3,1.374096094383135,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
255,2011-04-20,16,-1.4369826059655837,1.365941509261861,3,1.374096094383135,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
432,2011-04-20,17,-1.3333149926642034,1.2620726979141532,3,1.8620935287577205,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
441,2011-04-20,18,-1.696151639219034,1.2620726979141532,3,1.374096094383135,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
383,2011-04-20,19,-1.5924840259176536,1.0543350752187373,3,0.5198962301931148,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
225,2011-04-20,20,-1.5924840259176536,0.9504662638710301,3,-0.6996886476743587,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
172,2011-04-20,21,-1.3851487993148934,0.8465974525233221,3,0.7643036554493984,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,2011-04-20,22,-1.1259797660614432,0.6388598298279063,3,0.5198962301931148,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,2011-04-20,23,-1.177813572712133,0.5349910184801985,3,1.1305060852648328,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,2011-04-21,0,-1.022312152760063,0.32725339578478324,4,1.374096094383135,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,2011-04-21,1,-0.9186445394586827,0.11951577308936744,4,0.2763062210748125,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,2011-04-21,2,-1.0741459594107532,0.015646961741659547,4,1.6185035196394182,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,2011-04-21,3,-0.6076416995545424,-0.19209066095375596,4,2.228295958573155,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,2011-04-21,4,-0.4521402796024721,-0.29595947230146386,4,2.106500954014004,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,2011-04-21,5,-0.4521402796024721,-0.3998282836491717,4,2.9598834020660436,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75,2011-04-21,6,-0.24480505299971222,-0.5036970949968793,4,3.204290827322326,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
198,2011-04-21,7,-0.8149769261573029,-0.3998282836491717,4,2.228295958573155,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
365,2011-04-21,8,-0.6594755062052325,-0.5036970949968793,4,2.471885967691457,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
196,2011-04-21,9,-0.8149769261573029,-0.3998282836491717,4,0.7643036554493984,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98,2011-04-21,10,-0.9704783461093729,-0.3998282836491717,4,1.374096094383135,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133,2011-04-21,11,-1.1259797660614432,-0.29595947230146386,4,0.7643036554493984,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
199,2011-04-21,12,-1.2814811860135134,-0.19209066095375596,4,-0.2116912132997729,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
177,2011-04-21,13,-1.5406502192669635,-0.08822184960604834,4,1.1305060852648328,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
228,2011-04-21,14,-1.4888164126162735,0.015646961741659547,4,1.6185035196394182,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235,2011-04-21,15,-1.747985445869724,0.11951577308936744,4,1.8620935287577205,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
294,2011-04-21,16,-1.8516530591711038,0.11951577308936744,4,1.374096094383135,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
481,2011-04-21,17,-1.747985445869724,0.015646961741659547,4,-0.2116912132997729,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
452,2011-04-21,18,-1.955320672472484,0.015646961741659547,4,0.7643036554493984,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
324,2011-04-21,19,-1.7998192525204137,-0.19209066095375596,4,0.7643036554493984,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
204,2011-04-21,20,-1.696151639219034,-0.29595947230146386,4,-0.4560986385560562,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
184,2011-04-21,21,-0.8149769261573029,-0.3998282836491717,4,0.03189879581852919,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
137,2011-04-21,22,-1.2814811860135134,-0.3998282836491717,4,-0.8214836522335098,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,2011-04-21,23,-1.022312152760063,-0.5036970949968793,4,-0.6996886476743587,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,2011-04-22,0,-0.037469826396951775,-0.7114347176922952,5,0.03189879581852919,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,2011-04-22,1,-0.5039740862531622,-0.7114347176922952,5,0.5198962301931148,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,2011-04-22,2,-0.5039740862531622,-0.7114347176922952,5,0.8860986600085493,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2011-04-22,3,-0.5039740862531622,-0.7114347176922952,5,0.8860986600085493,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,2011-04-22,4,-0.5039740862531622,-0.8153035290400027,5,0.7643036554493984,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16,2011-04-22,5,-0.5039740862531622,-0.8153035290400027,5,0.2763062210748125,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49,2011-04-22,6,-0.5039740862531622,-0.8153035290400027,5,0.7643036554493984,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
180,2011-04-22,7,-0.5039740862531622,-0.8153035290400027,5,0.7643036554493984,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
346,2011-04-22,8,-0.5039740862531622,-0.8153035290400027,5,0.5198962301931148,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
195,2011-04-22,9,-0.08930363304764188,-0.8153035290400027,5,0.8860986600085493,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
136,2011-04-22,10,-0.037469826396951775,-0.7114347176922952,5,0.03189879581852919,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106,2011-04-22,11,0.16986540020580868,-0.8153035290400027,5,0.03189879581852919,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
80,2011-04-22,12,0.6882034667127092,-0.8153035290400027,5,-0.4560986385560562,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
40,2011-04-22,13,1.2583753398703,-0.8153035290400027,5,0.03189879581852919,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
36,2011-04-22,14,1.2583753398703,-0.8153035290400027,5,0.5198962301931148,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
75,2011-04-22,15,1.2583753398703,-0.8153035290400027,5,0.03189879581852919,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
62,2011-04-22,16,1.2583753398703,-0.8153035290400027,5,-0.4560986385560562,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
69,2011-04-22,17,1.5693781797744404,-0.9191723403877107,5,0.2763062210748125,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
51,2011-04-22,18,1.5693781797744404,-0.9191723403877107,5,0.2763062210748125,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
55,2011-04-22,19,1.5693781797744404,-0.9191723403877107,5,0.2763062210748125,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
47,2011-04-22,20,1.2583753398703,-0.9191723403877107,5,0.2763062210748125,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
28,2011-04-22,21,1.5693781797744404,-1.0230411517354185,5,-0.2116912132997729,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24,2011-04-22,22,1.9322148263292707,-1.0230411517354185,5,-0.4560986385560562,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
17,2011-04-22,23,1.5693781797744404,-0.9191723403877107,5,-0.6996886476743587,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
18,2011-04-23,0,1.9322148263292707,-0.9191723403877107,6,0.03189879581852919,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16,2011-04-23,1,1.9322148263292707,-0.9191723403877107,6,0.03189879581852919,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,2011-04-23,2,1.9322148263292707,-0.9191723403877107,6,-0.4560986385560562,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2011-04-23,3,1.9322148263292707,-0.9191723403877107,6,-0.8214836522335098,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5,2011-04-23,4,1.9322148263292707,-0.8153035290400027,6,-1.5538885118643786,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7,2011-04-23,5,1.9322148263292707,-0.8153035290400027,6,-1.5538885118643786,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11,2011-04-23,6,1.9322148263292707,-0.8153035290400027,6,-0.2116912132997729,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,2011-04-23,7,1.9322148263292707,-0.8153035290400027,6,-0.2116912132997729,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
47,2011-04-23,8,1.9322148263292707,-0.7114347176922952,6,0.5198962301931148,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68,2011-04-23,9,1.62121198642513,-0.6075659063445873,6,0.8860986600085493,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
129,2011-04-23,10,1.31020914652099,-0.3998282836491717,6,0.2763062210748125,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
232,2011-04-23,11,1.31020914652099,-0.19209066095375596,6,0.2763062210748125,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
291,2011-04-23,12,1.0510401132675393,0.11951577308936744,6,1.8620935287577205,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
312,2011-04-23,13,1.0510401132675393,0.11951577308936744,6,1.6185035196394182,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
391,2011-04-23,14,0.7918710800140895,0.43112220713249055,6,1.374096094383135,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
397,2011-04-23,15,0.5327020467606388,0.5349910184801985,6,1.6185035196394182,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
426,2011-04-23,16,0.5327020467606388,0.5349910184801985,6,0.7643036554493984,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
383,2011-04-23,17,0.5327020467606388,0.5349910184801985,6,1.1305060852648328,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
376,2011-04-23,18,0.7918710800140895,0.43112220713249055,6,0.03189879581852919,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
283,2011-04-23,19,1.0510401132675393,0.32725339578478324,6,0.7643036554493984,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
183,2011-04-23,20,1.31020914652099,0.22338458443707535,6,0.5198962301931148,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135,2011-04-23,21,1.0510401132675393,0.32725339578478324,6,0.7643036554493984,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
169,2011-04-23,22,0.7918710800140895,0.43112220713249055,6,0.5198962301931148,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,2011-04-23,23,1.31020914652099,0.22338458443707535,6,-0.2116912132997729,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,2011-04-24,0,1.0510401132675393,0.11951577308936744,0,0.2763062210748125,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54,2011-04-24,1,1.31020914652099,0.015646961741659547,0,0.03189879581852919,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72,2011-04-24,2,1.31020914652099,0.015646961741659547,0,0.03189879581852919,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,2011-04-24,3,1.62121198642513,0.015646961741659547,0,-0.8214836522335098,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,2011-04-24,4,1.62121198642513,0.015646961741659547,0,-0.8214836522335098,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
